fund_slug,description
parea-capital,"Date: Jan 19, 2022 | Company: Venue One | Amount: $3,400,000 | Stage: Seed | Category: DeFi"
parea-capital,"Date: Feb 23, 2022 | Company: Pact | Amount: $2,100,000 | Stage: Seed | Category: DeFi"
peak-capital,"Date: May 18, 2022 | Company: Bitget Wallet | Amount: $15,000,000 | Stage: Series A | Category: Blockchain Service"
peak-capital,"Date: May 16, 2022 | Company: Coinhako | Amount: $10,000,000 | Stage: Undisclosed | Category: CeFi"
exa-finance,"Date: May 18, 2022 | Company: Gora | Amount: $1,500,000 | Stage: Seed | Category: Blockchain Infrastructure"
gmi-capital,"Date: May 18, 2022 | Company: Gora | Amount: $1,500,000 | Stage: Seed | Category: Blockchain Infrastructure"
orca-dao,"Date: May 18, 2022 | Company: Gora | Amount: $1,500,000 | Stage: Seed | Category: Blockchain Infrastructure"
xpand-capital,"Date: May 18, 2022 | Company: Gora | Amount: $1,500,000 | Stage: Seed | Category: Blockchain Infrastructure"
jaws-ventures,"Date: May 17, 2022 | Company: Parcl | Amount: $7,500,000 | Stage: Strategic | Category: DeFi"
jaws-ventures,"Date: May 02, 2018 | Company: Tagomi | Amount: $16,000,000 | Stage: Seed | Category: Blockchain Service"
another-planet,"Date: May 17, 2022 | Company: Medallion | Amount: $9,000,000 | Stage: Seed | Category: Blockchain Service"
bluemind,"Date: May 17, 2022 | Company: Medallion | Amount: $9,000,000 | Stage: Seed | Category: Blockchain Service"
decimus,"Date: May 17, 2022 | Company: UBet | Amount: $2,700,000 | Stage: Seed | Category: DeFi"
red-light-management,"Date: May 17, 2022 | Company: Medallion | Amount: $9,000,000 | Stage: Seed | Category: Blockchain Service"
slauson-co,"Date: May 17, 2022 | Company: STEMuli | Amount: $3,250,000 | Stage: Seed | Category: Social"
valor-ventures,"Date: May 17, 2022 | Company: STEMuli | Amount: $3,250,000 | Stage: Seed | Category: Social"
gaw-capital,"Date: May 16, 2022 | Company: Gusto Collective | Amount: $11,000,000 | Stage: Extended Seed | Category: Blockchain Service"
kylinhall-partners,"Date: May 16, 2022 | Company: May.Social | Amount: $3,000,000 | Stage: Undisclosed | Category: Social"
velo-partners,"Date: May 16, 2022 | Company: Pnkfrg | Amount: $3,000,000 | Stage: Seed | Category: GameFi"
funders-club,"Date: Sep 29, 2016 | Company: Unocoin | Amount: $1,500,000 | Stage: Pre-Series A | Category: DeFi"
funders-club,"Date: Sep 28, 2016 | Company: Bitso | Amount: $2,500,000 | Stage: Series A | Category: CeFi"
funders-club,"Date: May 12, 2022 | Company: Chainalysis | Amount: $170,000,000 | Stage: Series F | Category: Blockchain Service"
funders-club,"Date: Mar 29, 2017 | Company: Shapeshift FOX Token | Amount: $10,400,000 | Stage: Series A | Category: DeFi"
funders-club,"Date: Mar 29, 2016 | Company: Shapeshift FOX Token | Stage: Undisclosed | Category: DeFi"
declaration-partners,"Date: May 12, 2022 | Company: Solidus Labs | Amount: $45,000,000 | Stage: Series B | Category: CeFi"
declaration-partners,"Date: Mar 07, 2022 | Company: Immutable | Amount: $200,000,000 | Stage: Undisclosed | Category: Chain"
declaration-partners,"Date: Dec 17, 2020 | Company: Pax Dollar | Amount: $142,000,000 | Stage: Series C | Category: Stablecoin"
declaration-partners,"Date: Aug 16, 2021 | Company: Figment | Amount: $50,000,000 | Stage: Series B | Category: Blockchain Infrastructure"
declaration-partners,"Date: Apr 29, 2021 | Company: Pax Dollar | Amount: $300,000,000 | Stage: Series D | Category: Stablecoin"
scorpio-vc,"Date: Oct 18, 2021 | Company: Good Games Guild | Amount: $1,700,000 | Stage: Seed | Category: GameFi"
scorpio-vc,"Date: May 12, 2022 | Company: BitCoke Token | Amount: $20,000,000 | Stage: Strategic | Category: CeFi"
scorpio-vc,"Date: Dec 28, 2021 | Company: Kudo Money | Amount: $4,000,000 | Stage: Strategic | Category: Social"
scorpio-vc,"Date: Dec 21, 2021 | Company: GhostMarket | Amount: $2,000,000 | Stage: Private Token Sale | Category: NFT"
vrm-ventures,"Date: Nov 11, 2021 | Company: ClearDAO | Amount: $2,500,000 | Stage: Private Token Sale | Category: DeFi"
vrm-ventures,"Date: May 12, 2022 | Company: BitCoke Token | Amount: $20,000,000 | Stage: Strategic | Category: CeFi"
vrm-ventures,"Date: May 09, 2022 | Company: HTR Group | Stage: Undisclosed | Category: Blockchain Service"
vrm-ventures,"Date: Mar 07, 2022 | Company: Deliq Finance | Amount: $2,100,000 | Stage: Seed | Category: DeFi"
nordstar,"Date: May 12, 2022 | Company: BVNK | Amount: $40,000,000 | Stage: Series A | Category: CeFi"
nordstar,"Date: Feb 16, 2022 | Company: Trace Finance | Amount: $4,300,000 | Stage: Seed | Category: CeFi"
nordstar,"Date: Dec 23, 2021 | Company: CHAI | Amount: $45,000,000 | Stage: Series B | Category: CeFi"
avenir,"Date: May 12, 2022 | Company: BVNK | Amount: $40,000,000 | Stage: Series A | Category: CeFi"
avenir,"Date: Mar 30, 2017 | Company: Ledger | Amount: $7,000,000 | Stage: Series A | Category: Blockchain Service"
concentric,"Date: May 12, 2022 | Company: BVNK | Amount: $40,000,000 | Stage: Series A | Category: CeFi"
concentric,"Date: Jun 21, 2021 | Company: Tesseract | Amount: $25,000,000 | Stage: Series A | Category: CeFi"
emergence-capital,"Date: May 12, 2022 | Company: Chainalysis | Amount: $170,000,000 | Stage: Series F | Category: Blockchain Service"
emergence-capital,"Date: Jul 08, 2014 | Company: Xapo | Amount: $20,000,000 | Stage: Extended Series A | Category: Blockchain Service"
eureka-stock-share-broking-services,"Date: May 12, 2022 | Company: BitCoke Token | Amount: $20,000,000 | Stage: Strategic | Category: CeFi"
eureka-stock-share-broking-services,"Date: Mar 16, 2022 | Company: Wombat Exchange | Amount: $5,200,000 | Stage: Series A | Category: DeFi"
htr-group,"Date: May 12, 2022 | Company: BitCoke Token | Amount: $20,000,000 | Stage: Strategic | Category: CeFi"
htr-group,"Date: Mar 22, 2022 | Company: MetaDerby | Amount: $2,500,000 | Stage: Seed | Category: GameFi"
inveniam,"Date: May 12, 2022 | Company: Oasis Pro Markets | Amount: $27,000,000 | Stage: Series A | Category: CeFi"
inveniam,"Date: Jan 14, 2022 | Company: Tokeny | Amount: $5,730,000 | Stage: Undisclosed | Category: Blockchain Service"
stablenode,"Date: May 12, 2022 | Company: Oasis Pro Markets | Amount: $27,000,000 | Stage: Series A | Category: CeFi"
stablenode,"Date: Jul 06, 2021 | Company: WIVA | Amount: $1,500,000 | Stage: Private Token Sale | Category: None"
sur-ventures,"Date: May 12, 2022 | Company: Belo | Amount: $3,000,000 | Stage: Seed | Category: CeFi"
sur-ventures,"Date: Aug 12, 2021 | Company: Exactly Protocol | Amount: $3,000,000 | Stage: Seed | Category: DeFi"
theventurecity,"Date: May 12, 2022 | Company: Belo | Amount: $3,000,000 | Stage: Seed | Category: CeFi"
theventurecity,"Date: Apr 26, 2022 | Company: Ola Guild Games | Amount: $8,000,000 | Stage: Seed | Category: Blockchain Service"
indiaquotient,"Date: May 12, 2022 | Company: Fanztar | Amount: $645,000 | Stage: Seed | Category: Blockchain Service"
missionog,"Date: May 12, 2022 | Company: Token.io | Amount: $40,000,000 | Stage: Series C | Category: CeFi"
opera-tech-ventures,"Date: May 12, 2022 | Company: Token.io | Amount: $40,000,000 | Stage: Series C | Category: CeFi"
opera-tech-ventures,"Date: Jun 20, 2019 | Company: Token.io | Amount: $16,500,000 | Stage: Undisclosed | Category: CeFi"
opera-tech-ventures,"Date: Jan 27, 2021 | Company: Token.io | Amount: $15,000,000 | Stage: Series B | Category: CeFi"
redwood-trust,"Date: May 12, 2022 | Company: Oasis Pro Markets | Amount: $27,000,000 | Stage: Series A | Category: CeFi"
tempocap,"Date: May 12, 2022 | Company: Token.io | Amount: $40,000,000 | Stage: Series C | Category: CeFi"
zeev-ventures,"Date: May 12, 2022 | Company: Lightspark | Stage: Undisclosed | Category: CeFi"
pluto-capital,"Date: Oct 11, 2021 | Company: DeHorizon | Amount: $8,500,000 | Stage: Pre-Series A | Category: GameFi"
pluto-capital,"Date: May 17, 2021 | Company: NFT Stars | Stage: Private Token Sale | Category: NFT"
pluto-capital,"Date: May 11, 2022 | Company: Mara | Amount: $23,000,000 | Stage: Undisclosed | Category: CeFi"
pluto-capital,"Date: May 07, 2022 | Company: Cassava Network | Amount: $8,000,000 | Stage: Seed | Category: Social"
pluto-capital,"Date: Jan 03, 2022 | Company: Aster Protocol | Amount: $1,000,000 | Stage: Seed | Category: None"
raba-capital,"Date: Nov 23, 2021 | Company: Busha | Amount: $4,200,000 | Stage: Seed | Category: CeFi"
raba-capital,"Date: May 11, 2022 | Company: Mara | Amount: $23,000,000 | Stage: Undisclosed | Category: CeFi"
raba-capital,"Date: Mar 15, 2022 | Company: Float Capital | Amount: $5,000,000 | Stage: Seed | Category: DeFi"
raba-capital,"Date: Feb 01, 2022 | Company: Nestcoin | Amount: $6,450,000 | Stage: Pre Seed | Category: Blockchain Service"
luna-capital,"Date: Sep 08, 2021 | Company: Ulti Arena | Amount: $4,000,000 | Stage: Seed | Category: NFT"
luna-capital,"Date: May 11, 2022 | Company: Mara | Amount: $23,000,000 | Stage: Undisclosed | Category: CeFi"
luna-capital,"Date: Mar 30, 2022 | Company: Caduceus (OLD) | Amount: $4,000,000 | Stage: Series A | Category: Chain"
myasiavc,"Date: May 11, 2022 | Company: Mara | Amount: $23,000,000 | Stage: Undisclosed | Category: CeFi"
myasiavc,"Date: Feb 09, 2022 | Company: BNV | Amount: $4,000,000 | Stage: Series A | Category: NFT"
myasiavc,"Date: Apr 15, 2022 | Company: Fasset | Amount: $22,000,000 | Stage: Series A | Category: CeFi"
r-930,"Date: Nov 29, 2021 | Company: NuLink | Amount: $4,000,000 | Stage: Undisclosed | Category: Blockchain Service"
r-930,"Date: May 11, 2022 | Company: Mara | Amount: $23,000,000 | Stage: Undisclosed | Category: CeFi"
r-930,"Date: Dec 03, 2021 | Company: RaceFi | Amount: $2,550,000 | Stage: Private Token Sale | Category: GameFi"
european-super-angels-club,"Date: May 11, 2022 | Company: ELOOP | Amount: $1,040,400 | Stage: Seed | Category: Blockchain Service"
european-super-angels-club,"Date: Jul 23, 2019 | Company: Blockpit | Amount: $2,787,000 | Stage: Angel | Category: Blockchain Service"
european-super-angels-club,"Date: Apr 16, 2021 | Company: ELOOP | Amount: $1,200,000 | Stage: Undisclosed | Category: Blockchain Service"
kleinblue-capital,"Date: Nov 24, 2020 | Company: dHEDGE | Amount: $1,800,000 | Stage: Undisclosed | Category: DeFi"
kleinblue-capital,"Date: May 11, 2022 | Company: Mara | Amount: $23,000,000 | Stage: Undisclosed | Category: CeFi"
tokenova,"Date: Nov 29, 2021 | Company: NuLink | Amount: $4,000,000 | Stage: Undisclosed | Category: Blockchain Service"
tokenova,"Date: May 11, 2022 | Company: Mara | Amount: $23,000,000 | Stage: Undisclosed | Category: CeFi"
bsc-army,"Date: May 11, 2022 | Company: Neptune Mutual | Amount: $5,300,000 | Stage: Undisclosed | Category: Blockchain Service"
converse-crypto,"Date: May 11, 2022 | Company: Mara | Amount: $23,000,000 | Stage: Undisclosed | Category: CeFi"
disclosure,"Date: May 11, 2022 | Company: Mara | Amount: $23,000,000 | Stage: Undisclosed | Category: CeFi"
enabling-future,"Date: May 11, 2022 | Company: Mara | Amount: $23,000,000 | Stage: Undisclosed | Category: CeFi"
genius-fund,"Date: May 11, 2022 | Company: Ecosapiens | Amount: $1,500,000 | Stage: Undisclosed | Category: NFT"
ignite-group,"Date: May 11, 2022 | Company: Mara | Amount: $23,000,000 | Stage: Undisclosed | Category: CeFi"
karoshi-capital,"Date: May 11, 2022 | Company: Mara | Amount: $23,000,000 | Stage: Undisclosed | Category: CeFi"
silent-unicorn,"Date: May 11, 2022 | Company: Mara | Amount: $23,000,000 | Stage: Undisclosed | Category: CeFi"
testnet-ventures,"Date: May 11, 2022 | Company: Mara | Amount: $23,000,000 | Stage: Undisclosed | Category: CeFi"
thibault-launay,"Date: May 11, 2022 | Company: Lighthouse | Amount: $7,000,000 | Stage: Seed | Category: Blockchain Service"
mizuho-financial-group,"Date: Nov 27, 2017 | Company: Minna Electric Power | Amount: $1,607,000 | Stage: Series A | Category: Blockchain Service"
mizuho-financial-group,"Date: May 10, 2022 | Company: Minto | Amount: $5,082,000 | Stage: Undisclosed | Category: Blockchain Service"
mizuho-financial-group,"Date: Mar 29, 2019 | Company: WealthPark | Amount: $4,900,000 | Stage: Series A | Category: Blockchain Service"
mizuho-financial-group,"Date: Feb 20, 2019 | Company: Minto | Amount: $3,600,000 | Stage: Undisclosed | Category: Blockchain Service"
mizuho-financial-group,"Date: Aug 05, 2020 | Company: WealthPark | Amount: $8,500,000 | Stage: Series B | Category: Blockchain Service"
graticule-asset-management-asia,"Date: May 10, 2022 | Company: Jambo | Amount: $30,000,000 | Stage: Series A | Category: Blockchain Service"
graticule-asset-management-asia,"Date: May 10, 2022 | Company: Talos | Amount: $105,000,000 | Stage: Series B | Category: CeFi"
green-horns-capital,"Date: May 10, 2022 | Company: TimeShuffle | Amount: $2,100,000 | Stage: Seed | Category: GameFi"
green-horns-capital,"Date: Mar 07, 2022 | Company: Deliq Finance | Amount: $2,100,000 | Stage: Seed | Category: DeFi"
scifi-vc,"Date: May 10, 2022 | Company: Highlight | Amount: $11,000,000 | Stage: Seed | Category: Blockchain Service"
scifi-vc,"Date: May 10, 2018 | Company: Mina Protocol | Amount: $3,500,000 | Stage: Seed | Category: Chain"
stripes,"Date: May 10, 2022 | Company: Talos | Amount: $105,000,000 | Stage: Series B | Category: CeFi"
stripes,"Date: Mar 19, 2021 | Company: Fireblocks | Amount: $133,000,000 | Stage: Series C | Category: Blockchain Service"
stripes,"Date: Jul 27, 2021 | Company: Fireblocks | Amount: $310,000,000 | Stage: Series D | Category: Blockchain Service"
kakao-piccoma,"Date: May 10, 2022 | Company: Minto | Amount: $5,082,000 | Stage: Undisclosed | Category: Blockchain Service"
positive-sum,"Date: May 10, 2022 | Company: Casa | Amount: $21,000,000 | Stage: Series A | Category: Blockchain Service"
wme,"Date: May 10, 2022 | Company: Highlight | Amount: $11,000,000 | Stage: Seed | Category: Blockchain Service"
ico-pantera,"Date: Sep 16, 2021 | Company: Kollect | Amount: $2,000,000 | Stage: Seed | Category: GameFi"
ico-pantera,"Date: May 20, 2021 | Company: BSClaunch | Amount: $800,000 | Stage: Strategic | Category: DeFi"
ico-pantera,"Date: May 09, 2022 | Company: HTR Group | Stage: Undisclosed | Category: Blockchain Service"
ico-pantera,"Date: Feb 17, 2022 | Company: Gemie | Amount: $3,800,000 | Stage: Seed | Category: NFT"
ico-pantera,"Date: Feb 05, 2022 | Company: Colexion | Amount: $3,850,000 | Stage: Private Token Sale | Category: NFT"
unicorndao,"Date: May 09, 2022 | Company: Dirt | Amount: $1,200,000 | Stage: Seed | Category: Social"
unlock-venture-partners,"Date: Nov 15, 2021 | Company: MechaFightClub | Amount: $5,000,000 | Stage: Seed | Category: GameFi"
unlock-venture-partners,"Date: May 09, 2022 | Company: MechaFightClub | Amount: $40,000,000 | Stage: Series A | Category: GameFi"
unlock-venture-partners,"Date: Jul 06, 2021 | Company: DressX | Amount: $2,000,000 | Stage: Undisclosed | Category: Blockchain Service"
capitoria,"Date: May 09, 2022 | Company: MechaFightClub | Amount: $40,000,000 | Stage: Series A | Category: GameFi"
imm-investment,"Date: May 09, 2022 | Company: Xangle | Amount: $17,000,000 | Stage: Series B | Category: Blockchain Service"
workweek,"Date: May 09, 2022 | Company: Dirt | Amount: $1,200,000 | Stage: Seed | Category: Social"
diverse-angels,"Date: May 07, 2022 | Company: Cassava Network | Amount: $8,000,000 | Stage: Seed | Category: Social"
diverse-angels,"Date: Mar 01, 2022 | Company: DNABLOCK | Amount: $7,000,000 | Stage: Seed | Category: NFT"
diverse-angels,"Date: Jul 28, 2021 | Company: Prime Trust | Amount: $64,000,000 | Stage: Series A | Category: CeFi"
despace,"Date: May 07, 2022 | Company: Cassava Network | Amount: $8,000,000 | Stage: Seed | Category: Social"
despace,"Date: Dec 17, 2021 | Company: Vibra | Amount: $6,000,000 | Stage: Pre-Series A | Category: CeFi"
angular-ventures,"Date: May 06, 2022 | Company: Januar | Amount: $6,300,000 | Stage: Seed | Category: CeFi"
chona-family-office,"Date: May 06, 2022 | Company: KoinBasket | Amount: $2,000,000 | Stage: Pre Seed | Category: CeFi"
outward-vc,"Date: May 06, 2022 | Company: Januar | Amount: $6,300,000 | Stage: Seed | Category: CeFi"
sk-square,"Date: May 06, 2022 | Company: HAEGIN | Amount: $39,000,000 | Stage: Strategic | Category: GameFi"
jeffersoncapital,"Date: May 05, 2022 | Company: InfiniGods | Amount: $9,000,000 | Stage: Seed | Category: GameFi"
bln-capital,"Date: Nov 17, 2021 | Company: ConsenSys | Amount: $200,000,000 | Stage: Series C | Category: Blockchain Service"
bln-capital,"Date: May 04, 2022 | Company: The Football Club | Amount: $2,650,000 | Stage: Seed | Category: GameFi"
unshackled-ventures,"Date: May 04, 2022 | Company: Masa | Amount: $3,500,000 | Stage: Pre Seed | Category: Blockchain Service"
unshackled-ventures,"Date: May 03, 2022 | Company: Syndicate | Stage: Undisclosed | Category: DeFi"
web3-studios,"Date: May 04, 2022 | Company: The Football Club | Amount: $2,650,000 | Stage: Seed | Category: GameFi"
web3-studios,"Date: Mar 30, 2022 | Company: GoodGhosting | Amount: $1,250,000 | Stage: Seed | Category: DeFi"
cosmo-connected,"Date: May 04, 2022 | Company: Kinetix | Amount: $11,000,000 | Stage: Seed | Category: Blockchain Service"
decentranet,"Date: May 04, 2022 | Company: Masa | Amount: $3,500,000 | Stage: Pre Seed | Category: Blockchain Service"
gunma-bank,"Date: May 04, 2022 | Company: Nanameue | Amount: $5,240,000 | Stage: Series B | Category: Social"
innovius-capital,"Date: May 04, 2022 | Company: Amberdata | Amount: $30,000,000 | Stage: Series B | Category: Blockchain Service"
intersect-vc,"Date: May 04, 2022 | Company: Masa | Amount: $3,500,000 | Stage: Pre Seed | Category: Blockchain Service"
koreit,"Date: May 04, 2022 | Company: Frutti Dino | Amount: $3,100,000 | Stage: Undisclosed | Category: GameFi"
kyve-fund,"Date: May 04, 2022 | Company: Irys | Amount: $5,200,000 | Stage: Seed | Category: Blockchain Infrastructure"
musashino-bank,"Date: May 04, 2022 | Company: Nanameue | Amount: $5,240,000 | Stage: Series B | Category: Social"
now-japan,"Date: May 04, 2022 | Company: Nanameue | Amount: $5,240,000 | Stage: Series B | Category: Social"
tlm,"Date: May 04, 2022 | Company: Nanameue | Amount: $5,240,000 | Stage: Series B | Category: Social"
world-gold-council,"Date: May 04, 2022 | Company: aXedras | Stage: Series B | Category: Blockchain Service"
zepeto,"Date: May 04, 2022 | Company: Kinetix | Amount: $11,000,000 | Stage: Seed | Category: Blockchain Service"
honeydao,"Date: May 03, 2022 | Company: Decrypt | Amount: $10,000,000 | Stage: Seed | Category: Social"
honeydao,"Date: Mar 23, 2022 | Company: prePO | Amount: $2,100,000 | Stage: Strategic | Category: DeFi"
honeydao,"Date: Jun 25, 2021 | Company: InsureDAO | Amount: $1,000,000 | Stage: Seed | Category: DeFi"
honeydao,"Date: Feb 15, 2022 | Company: Guru Network | Amount: $5,000,000 | Stage: Strategic | Category: DeFi"
honeydao,"Date: Dec 21, 2021 | Company: RSS3 | Stage: Undisclosed | Category: Blockchain Service"
carta,"Date: May 03, 2022 | Company: Syndicate | Stage: Undisclosed | Category: DeFi"
carta,"Date: Apr 21, 2021 | Company: Alto | Amount: $17,000,000 | Stage: Series A | Category: CeFi"
evolve,"Date: May 03, 2022 | Company: Syndicate | Stage: Undisclosed | Category: DeFi"
evolve,"Date: Feb 24, 2022 | Company: Mizar | Amount: $3,000,000 | Stage: Seed | Category: CeFi"
founders-first,"Date: May 03, 2022 | Company: Stakes | Amount: $5,300,000 | Stage: Seed | Category: Blockchain Service"
founders-first,"Date: Mar 01, 2022 | Company: Parcl | Amount: $4,100,000 | Stage: Seed | Category: DeFi"
afropolitan-dao,"Date: May 03, 2022 | Company: Syndicate | Stage: Undisclosed | Category: DeFi"
canvas-ventures,"Date: May 03, 2022 | Company: Decrypt | Amount: $10,000,000 | Stage: Seed | Category: Social"
poolsuite,"Date: May 03, 2022 | Company: Syndicate | Stage: Undisclosed | Category: DeFi"
reach-capital,"Date: May 03, 2022 | Company: Syndicate | Stage: Undisclosed | Category: DeFi"
states-dao,"Date: May 03, 2022 | Company: Syndicate | Stage: Undisclosed | Category: DeFi"
transpose-platform,"Date: May 03, 2022 | Company: Syndicate | Stage: Undisclosed | Category: DeFi"
2link-buidl,"Date: May 02, 2022 | Company: Lighthouse.storage | Stage: Undisclosed | Category: Blockchain Infrastructure"
tnc-it-group,"Date: May 02, 2022 | Company: StreamCoin | Amount: $11,700,000 | Stage: Undisclosed | Category: Social"
parity-technologies,"Date: May 01, 2022 | Company: Pinknode | Amount: $31,000,000 | Stage: Undisclosed | Category: Blockchain Infrastructure"
phoenixcapital,"Date: Jun 03, 2021 | Company: DeFi11 | Amount: $3,500,000 | Stage: Seed | Category: GameFi"
phoenixcapital,"Date: Jan 12, 2022 | Company: Web3Auth | Amount: $13,000,000 | Stage: Series A | Category: Blockchain Service"
phoenixcapital,"Date: Feb 27, 2021 | Company: Playcent | Amount: $1,000,000 | Stage: Private Token Sale | Category: Blockchain Service"
phoenixcapital,"Date: Dec 13, 2020 | Company: Predictr club | Stage: Seed | Category: Social"
phoenixcapital,"Date: Apr 29, 2022 | Company: SeeDAO | Stage: Series A | Category: Blockchain Service"
8iventures,"Date: Apr 29, 2022 | Company: Revise | Amount: $3,500,000 | Stage: Seed | Category: NFT"
bharatff,"Date: Apr 29, 2022 | Company: Revise | Amount: $3,500,000 | Stage: Seed | Category: NFT"
dxbfund,"Date: Apr 29, 2022 | Company: CrowdPad | Amount: $2,500,000 | Stage: Seed | Category: Social"
eversecapital,"Date: Feb 23, 2022 | Company: Cradles | Amount: $5,000,000 | Stage: Strategic | Category: GameFi"
eversecapital,"Date: Feb 17, 2022 | Company: Bullieverse | Amount: $4,000,000 | Stage: Seed | Category: GameFi"
eversecapital,"Date: Dec 24, 2021 | Company: StarSharks | Amount: $4,800,000 | Stage: Undisclosed | Category: GameFi"
eversecapital,"Date: Dec 20, 2021 | Company: Crypto Fight Club | Amount: $2,775,000 | Stage: Seed | Category: GameFi"
eversecapital,"Date: Apr 28, 2022 | Company: T.E.A.M DAO | Amount: $5,000,000 | Stage: Series A | Category: GameFi"
senatorinvest,"Date: Jun 20, 2021 | Company: FTX Token | Amount: $900,000,000 | Stage: Series B | Category: CeFi"
senatorinvest,"Date: Jan 18, 2022 | Company: Animoca Brands | Amount: $358,888,888 | Stage: Undisclosed | Category: None"
senatorinvest,"Date: Dec 15, 2021 | Company: Anchorage Digital | Amount: $350,000,000 | Stage: Series D | Category: CeFi"
senatorinvest,"Date: Aug 16, 2021 | Company: Figment | Amount: $50,000,000 | Stage: Series B | Category: Blockchain Infrastructure"
senatorinvest,"Date: Apr 28, 2022 | Company: OneFootball | Amount: $300,000,000 | Stage: Series D | Category: Social"
access-ventures,"Date: Oct 26, 2021 | Company: Coinlist | Amount: $100,000,000 | Stage: Series A | Category: CeFi"
access-ventures,"Date: Jun 16, 2021 | Company: Goldfinch | Amount: $11,000,000 | Stage: Seed | Category: DeFi"
access-ventures,"Date: Apr 28, 2022 | Company: Double jump.tokyo | Amount: $24,000,000 | Stage: Series C | Category: GameFi"
access-ventures,"Date: Apr 17, 2019 | Company: Bolt Labs | Amount: $1,500,000 | Stage: Seed | Category: Blockchain Service"
access-ventures,"Date: Apr 11, 2019 | Company: Flexa | Amount: $14,100,000 | Stage: Undisclosed | Category: Blockchain Service"
alpacavc,"Date: Nov 02, 2021 | Company: The Sandbox | Amount: $93,000,000 | Stage: Series B | Category: GameFi"
alpacavc,"Date: Mar 09, 2022 | Company: Upstream | Amount: $12,500,000 | Stage: Series A | Category: Blockchain Service"
alpacavc,"Date: Feb 03, 2022 | Company: RareCircle | Amount: $7,500,000 | Stage: Seed | Category: NFT"
alpacavc,"Date: Apr 28, 2022 | Company: Venly | Amount: $23,000,000 | Stage: Series A | Category: Blockchain Service"
alpacavc,"Date: Apr 12, 2022 | Company: Swoops | Amount: $3,500,000 | Stage: Seed | Category: GameFi"
ritcapitalpartners,"Date: May 13, 2021 | Company: Animoca Brands | Amount: $88,900,000 | Stage: Undisclosed | Category: None"
ritcapitalpartners,"Date: Dec 17, 2020 | Company: Pax Dollar | Amount: $142,000,000 | Stage: Series C | Category: Stablecoin"
ritcapitalpartners,"Date: Aug 04, 2021 | Company: Aspen Digital | Amount: $8,800,000 | Stage: Seed | Category: Blockchain Service"
ritcapitalpartners,"Date: Apr 28, 2022 | Company: OneFootball | Amount: $300,000,000 | Stage: Series D | Category: Social"
ritcapitalpartners,"Date: Apr 12, 2021 | Company: Kraken | Amount: $3,800,000 | Stage: Undisclosed | Category: CeFi"
hightechgrund,"Date: Jun 15, 2016 | Company: Nuri | Amount: $800,000 | Stage: Seed | Category: DeFi"
hightechgrund,"Date: Apr 28, 2022 | Company: Venly | Amount: $23,000,000 | Stage: Series A | Category: Blockchain Service"
hightechgrund,"Date: Apr 20, 2022 | Company: Tangany | Amount: $7,450,000 | Stage: Seed | Category: Blockchain Service"
hightechgrund,"Date: Apr 12, 2022 | Company: Coinpanion | Amount: $6,000,000 | Stage: Seed | Category: CeFi"
hightechgrund,"Date: Apr 09, 2021 | Company: Venly | Amount: $1,550,000 | Stage: Seed | Category: Blockchain Service"
saasventures,"Date: Nov 17, 2021 | Company: BetaBlocks | Amount: $1,500,000 | Stage: Seed | Category: DeFi"
saasventures,"Date: May 08, 2020 | Company: BasicBlock | Amount: $1,500,000 | Stage: Seed | Category: CeFi"
saasventures,"Date: Jan 25, 2022 | Company: BasicBlock | Amount: $78,000,000 | Stage: Undisclosed | Category: CeFi"
saasventures,"Date: Apr 28, 2022 | Company: CoreChain Technologies | Amount: $4,200,000 | Stage: Seed | Category: CeFi"
almoracapital,"Date: Sep 01, 2021 | Company: Nakamoto Games | Stage: Strategic | Category: GameFi"
almoracapital,"Date: Apr 28, 2022 | Company: Reitio | Amount: $4,000,000 | Stage: Seed | Category: Blockchain Service"
alsarainvest,"Date: Apr 28, 2022 | Company: OneFootball | Amount: $300,000,000 | Stage: Series D | Category: Social"
alsarainvest,"Date: Apr 26, 2022 | Company: Cogni | Amount: $23,000,000 | Stage: Series A | Category: CeFi"
bakshcapital,"Date: Mar 17, 2022 | Company: InvestaX | Stage: Series A | Category: CeFi"
bakshcapital,"Date: Apr 28, 2022 | Company: Reitio | Amount: $4,000,000 | Stage: Seed | Category: Blockchain Service"
capitaltvc,"Date: Apr 28, 2022 | Company: Basement | Amount: $750,000 | Stage: Pre Seed | Category: Blockchain Service"
capitaltvc,"Date: Apr 27, 2022 | Company: Mueshi | Amount: $3,300,000 | Stage: Seed | Category: NFT"
fortino-capital,"Date: Jan 04, 2022 | Company: D2X | Amount: $5,000,000 | Stage: Seed | Category: CeFi"
fortino-capital,"Date: Apr 28, 2022 | Company: Venly | Amount: $23,000,000 | Stage: Series A | Category: Blockchain Service"
hashigovc,"Date: Mar 30, 2022 | Company: GoodGhosting | Amount: $1,250,000 | Stage: Seed | Category: DeFi"
hashigovc,"Date: Apr 28, 2022 | Company: Reitio | Amount: $4,000,000 | Stage: Seed | Category: Blockchain Service"
imecistart,"Date: Jan 19, 2022 | Company: NGRAVE | Amount: $6,000,000 | Stage: Seed | Category: Blockchain Service"
imecistart,"Date: Apr 28, 2022 | Company: Venly | Amount: $23,000,000 | Stage: Series A | Category: Blockchain Service"
imecistart,"Date: Apr 09, 2021 | Company: Venly | Amount: $1,550,000 | Stage: Seed | Category: Blockchain Service"
